codigo_clase,clase,codigo_seccion,seccion,codigo_division,gsectores,gsectores_label,total_plazas_equiv,n_establecimientos,n_matrices,n_provincias_present,n_cantones_present,effnum_industry_prov,effnum_industry_canton,ren_prov_pop,ren_prov_con,ren_canton_pop,ren_canton_con,tradable_prov_pop,tradable_prov_con,tradable_canton_pop,tradable_canton_con,tradability_pctile
C3313,Reparación de equipo electrónico y óptico.,C,Industrias manufactureras.,C33,3,Industrias manufactureras,828.4166666666665,438,387,20,42,2.5390570790089377,2.7041339476023403,0.31978028764567923,0.5059102138434013,0.15864532945471674,0.3740115249941686,True,True,True,True,0.6722488038277512
H5223,Actividades de servicios vinculadas al transporte aéreo.,H,Transporte y almacenamiento.,H52,6,Servicios,989.0,105,68,10,21,2.546574092609545,2.5630329255998654,0.3207270142046493,0.5074079879539508,0.1503672564909762,0.35449569869267433,True,True,True,True,0.6698564593301436
C2640,Fabricación de aparatos electrónicos de consumo.,C,Industrias manufactureras.,C26,3,Industrias manufactureras,205.2499999999999,39,27,9,14,2.5565092833233103,2.559326481595782,0.32197829688376994,0.509387586797998,0.15014980793201904,0.3539830566412323,True,True,True,True,0.6674641148325359
N7740,"Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor.",N,Actividades de servicios administrativos y de apoyo.,N77,6,Servicios,242.9166666666667,119,77,15,27,2.557814190872243,3.040518660031638,0.32214264281943183,0.509647591215616,0.1783802481240355,0.4205372377429617,True,True,True,True,0.6650717703349283
N7820,Actividades de agencias de empleo temporal.,N,Actividades de servicios administrativos y de apoyo.,N78,6,Servicios,519.1666666666669,196,147,16,54,2.5677056905394946,3.485551622541791,0.32338842285131497,0.5116184845654592,0.2044893101467332,0.48209020080112613,True,True,True,True,0.6626794258373205
N8110,Actividades combinadas de apoyo a instalaciones.,N,Actividades de servicios administrativos y de apoyo.,N81,6,Servicios,2468.4166666666633,326,265,23,61,2.5687265995328183,4.236638243339286,0.3235170007293958,0.5118219019251543,0.24855383753861782,0.5859737575665982,True,True,True,True,0.6602870813397129
J6190,Otras actividades de telecomunicaciones.,J,Información y comunicación.,J61,6,Servicios,8636.333333333334,3237,2600,24,196,2.5808905247768488,2.692673129556546,0.32504898027628926,0.5142455788374451,0.1579729495763798,0.37242636755816627,True,True,True,True,0.6578947368421053
R9321,Actividades de parques de atracciones y parques temáticos.,R,"Artes, entretenimiento y recreación.",R93,6,Servicios,570.0000000000005,454,316,24,103,2.5907552892039876,3.0340513667355475,0.32629139315158334,0.5162111451581505,0.17800082687659757,0.41964273980938116,True,True,True,True,0.6555023923444976
C2815,Fabricación de hornos y quemadores.,C,Industrias manufactureras.,C28,3,Industrias manufactureras,181.33333333333326,57,46,12,17,2.6123803733378064,4.145117490821167,0.32901495367404854,0.5205199694965117,0.24318452513896602,0.5733154289182463,True,True,True,True,0.65311004784689
K6611,Administración de mercados financieros.,K,Actividades financieras y de seguros.,K66,6,Servicios,584.7500000000003,100,89,10,13,2.6381099910422208,2.67708036734255,0.3322554576463903,0.5256466271453543,0.15705815802149334,0.3702697167089363,True,True,True,True,0.6507177033492823
C1391,Fabricación de tejidos de punto y ganchillo.,C,Industrias manufactureras.,C13,3,Industrias manufactureras,323.24999999999994,147,134,13,21,2.6587708576777085,3.021831936185549,0.33485758027306406,0.5297633299734095,0.17728394094457026,0.4179526579040016,True,True,True,True,0.6483253588516746
F4311,Demolición.,F,Construcción.,F43,5,Construcción,48.75000000000005,17,13,7,10,2.6602691168582826,3.103321635517832,0.3350462777843145,0.5300618599390032,0.1820647544871829,0.4292235813527484,True,True,True,True,0.645933014354067
N8219,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina.",N,Actividades de servicios administrativos y de apoyo.,N82,6,Servicios,2961.2500000000027,1466,1133,24,147,2.6715888974963415,2.7757202700085695,0.3364719419564399,0.5323173400109582,0.16284513461328054,0.38391270227705343,True,True,True,True,0.6435406698564593
N7710,Alquiler de vehículos automotores.,N,Actividades de servicios administrativos y de apoyo.,N77,6,Servicios,1317.7499999999995,729,533,24,85,2.6737223829366177,2.9230779329068954,0.33674064272469745,0.5327424395820727,0.17149027033183845,0.404293890963748,True,True,True,True,0.6411483253588517
J6130,Actividades de telecomunicaciones por satélite.,J,Información y comunicación.,J61,6,Servicios,1801.2500000000005,326,170,23,111,2.675408032483738,2.7406360605148317,0.3369529410229532,0.5330783073063152,0.16078682460288793,0.37906016946979276,True,True,True,True,0.638755980861244
M7310,Publicidad.,M,"Actividades profesionales, científicas y técnicas.",M73,6,Servicios,14037.666666666668,7699,6669,24,158,2.6783717894410843,2.8794588357505493,0.3373262099266606,0.533668839487914,0.16893123806014884,0.39826088913675683,True,True,True,True,0.6363636363636364
A0163,Actividades poscosecha.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",5275.166666666666,595,448,23,98,2.680658115551126,4.032135882152128,0.33761416013745554,0.5341243927485356,0.2365561535875064,0.557688827361741,True,True,True,True,0.6339712918660287
C1520,Fabricación de calzado.,C,Industrias manufactureras.,C15,3,Industrias manufactureras,2323.333333333333,1708,1530,21,70,2.6819906635136737,3.319392212643786,0.3377819872313354,0.5343899045522136,0.19474111910440586,0.45910852330575413,True,True,True,True,0.631578947368421
C1030,"Elaboración y conservación de frutas, legumbres y hortalizas.",C,Industrias manufactureras.,C10,3,Industrias manufactureras,6179.91666666667,1621,1320,24,140,2.6967769191068065,4.195777401397431,0.33964423487667783,0.5373360839787844,0.2461566257668377,0.580322252832238,True,True,True,True,0.6291866028708134
C1811,Actividades de impresión.,C,Industrias manufactureras.,C18,3,Industrias manufactureras,4796.916666666667,3371,2977,24,145,2.7009974571105695,3.019488733155881,0.3401757884474978,0.5381770313137892,0.1771464706032987,0.41762856710248114,True,True,True,True,0.6267942583732058
X9800,Actividades No Válidas.,X,Actividades No Válidas,X98, ,Otros / No clasificado,130.0,137,107,17,25,2.706273269546419,2.885559397276647,0.3408402480345816,0.5392282433639966,0.1692891439967333,0.39910466402509753,True,True,True,True,0.6244019138755981
C2812,Fabricación de equipo de propulsión de fluidos.,C,Industrias manufactureras.,C28,3,Industrias manufactureras,235.5833333333334,96,82,14,31,2.711188058453897,2.911900385305558,0.3414592386919971,0.5402075210366939,0.17083450928003024,0.4027479129519051,True,True,True,True,0.6220095693779905
N8220,Actividades de centros de llamadas.,N,Actividades de servicios administrativos y de apoyo.,N82,6,Servicios,8354.083333333334,511,378,20,51,2.7121621535295866,2.7269760839744,0.3415819206143822,0.5404016106663126,0.15998542514539363,0.37717084417886126,True,True,True,True,0.6196172248803827
S9412,Actividades de asociaciones profesionales.,S,Otras actividades de servicios.,S94,6,Servicios,756.4166666666666,445,316,23,83,2.715986282266415,3.787444219938756,0.34206354861619714,0.5411635729723231,0.2222006556281386,0.5238452739316579,True,True,True,True,0.6172248803827751
K6621,Evaluación de riesgos y daños.,K,Actividades financieras y de seguros.,K66,6,Servicios,796.6666666666671,168,128,15,25,2.7179459026653854,2.762585182148121,0.34231035203784516,0.5415540297223075,0.1620745291693878,0.382095974874931,True,True,True,True,0.6148325358851675
C3012,Construcción de embarcaciones de recreo y deporte.,C,Industrias manufactureras.,C30,3,Industrias manufactureras,60.08333333333329,72,66,12,24,2.7273208992418887,2.9674846870914906,0.3434910813434981,0.5434220092025684,0.17409551263275191,0.4104358344378677,True,True,True,True,0.6124401913875598
L6810,Actividades inmobiliarias realizadas con bienes propios o arrendados.,L,Actividades inmobiliarias.,L68,6,Servicios,18360.916666666675,4477,3426,24,164,2.7490826416202334,3.9457710448245624,0.34623185322096,0.5477580628625085,0.2314893268930362,0.5457436186033522,True,True,True,True,0.6100478468899522
A0130,Propagación de plantas.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",1641.666666666667,611,495,24,108,2.751091564995465,5.346597682528403,0.34648486608156115,0.5481583432905306,0.313672609139286,0.7394933799584111,True,True,True,True,0.6076555023923444
C3091,Fabricación de motocicletas.,C,Industrias manufactureras.,C30,3,Industrias manufactureras,307.4166666666667,31,20,8,11,2.7598158597857445,3.6191048721559356,0.34758364307267564,0.5498966696477727,0.21232457263569762,0.5005620870035098,True,True,True,True,0.6052631578947368
F4322,"Fontanería (plomería, gasfitería) e instalación de calefacción y aire acondicionado.",F,Construcción.,F43,5,Construcción,3546.0833333333335,2028,1848,23,111,2.7634600086085275,3.4248008583112552,0.3480426035932591,0.550622770736816,0.20092520230565353,0.47368770062373283,True,True,True,True,0.6028708133971292
C3315,"Reparación de equipo de transporte, excepto vehículos automotores.",C,Industrias manufactureras.,C33,3,Industrias manufactureras,589.2499999999995,310,281,14,36,2.7736446228511555,3.8739729803797354,0.3493252997953229,0.5526520675226179,0.2272770993152714,0.535813155063094,True,True,True,True,0.6004784688995215
C1061,Elaboración de productos de molinería.,C,Industrias manufactureras.,C10,3,Industrias manufactureras,4463.916666666667,789,627,21,100,2.7741168380482213,8.019961230537964,0.34938477270469415,0.5527461569754714,0.47051270990509925,1.10924901959358,True,True,True,False,0.5980861244019139
S9511,Reparación de computadoras y equipo periférico.,S,Otras actividades de servicios.,S95,6,Servicios,3391.083333333333,4369,3880,24,175,2.791611345720313,3.0590196287291174,0.3515881098182437,0.5562319589255904,0.17946565747546406,0.4230961255978141,True,True,True,True,0.5956937799043063
C2823,Fabricación de maquinaria metalúrgica.,C,Industrias manufactureras.,C28,3,Industrias manufactureras,103.25000000000004,22,20,7,8,2.793785727155095,2.8311303895586555,0.3518619612122964,0.5566652070733937,0.16609591909418353,0.39157653244027896,True,True,True,True,0.5933014354066986
N8030,Actividades de investigación.,N,Actividades de servicios administrativos y de apoyo.,N80,6,Servicios,885.0833333333336,68,36,15,22,2.796187276977724,2.9568134431825457,0.3521644232165675,0.5571437187990128,0.17346945525599833,0.4089598838062401,True,True,True,True,0.5909090909090909
R9103,Actividades de jardines botánicos y zoológicos y reservas naturales.,R,"Artes, entretenimiento y recreación.",R91,6,Servicios,81.25000000000001,53,32,16,27,2.797527434529398,3.081552340602095,0.35233320869638507,0.5574107468225875,0.18078759994128246,0.4262126479643703,True,True,True,True,0.5885167464114832
J5920,Actividades de grabación de sonido y edición de música.,J,Información y comunicación.,J59,6,Servicios,227.50000000000003,434,378,24,64,2.8098914936773767,3.0350973215201993,0.35389039400879724,0.5598743006588676,0.17806219064208445,0.4197874068827077,True,True,True,True,0.5861244019138756
C1709,Fabricación de otros artículos del papel y cartón.,C,Industrias manufactureras.,C17,3,Industrias manufactureras,2338.249999999998,286,225,17,47,2.8202332154168466,4.465104231913892,0.35519287703682356,0.5619349013046657,0.2619574124831035,0.6175731215226083,True,True,True,True,0.583732057416268
J6312,Portales web.,J,Información y comunicación.,J63,6,Servicios,307.08333333333337,205,178,16,35,2.8240260973204947,2.9432479923323798,0.35567056967169264,0.5626906376411274,0.17267360140370136,0.40708363245996243,True,True,True,True,0.5813397129186603
C1702,Fabricación de papel y cartón ondulado y de envases de papel y cartón.,C,Industrias manufactureras.,C17,3,Industrias manufactureras,5798.666666666668,168,139,13,30,2.83490743344798,6.095092251226763,0.35704101416684936,0.5648587571106223,0.35758506678640245,0.8430184273536943,True,True,True,True,0.5789473684210527
J5911,"Actividades de producción de películas cinematográficas, vídeos y programas de televisión.",J,Información y comunicación.,J59,6,Servicios,1040.4166666666667,1701,1624,24,87,2.8368528852167207,3.013287015546065,0.3572860331273729,0.5652463907437857,0.17678263007155773,0.416770801213004,True,True,True,True,0.5765550239234449
G4652,"Venta al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones.",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G46,4,Comercio,3678.2499999999995,1466,951,24,113,2.846007352541252,3.141078851099078,0.3584389879854906,0.567070429502136,0.18427988362695452,0.4344458203589177,True,True,True,True,0.5741626794258373
G4651,"Venta al por mayor de computadoras, equipo y programas informáticos.",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G46,4,Comercio,7137.833333333334,3433,2668,24,146,2.868133244762687,3.327241021114219,0.36122562253478147,0.5714790404615996,0.19520159067487777,0.46019410001249117,True,True,True,True,0.5717703349282297
B0510,Extracción de carbón de piedra.,B,Explotación de minas y canteras.,B05,2,Explotación de minas y canteras,39.91666666666669,22,16,6,13,2.8728604520127696,4.255606046554757,0.36182098831316023,0.5724209422607135,0.24966663499926828,0.5885972137798888,True,True,True,True,0.569377990430622
C3250,Fabricación de instrumentos y materiales médicos y odontológicos.,C,Industrias manufactureras.,C32,3,Industrias manufactureras,1378.2499999999995,730,602,21,55,2.8759417737763826,3.014090137693671,0.362209063858229,0.5730348993730752,0.17682974740382315,0.416881881856568,True,True,True,True,0.5669856459330144
S9492,Actividades de organizaciones políticas.,S,Otras actividades de servicios.,S94,6,Servicios,14.083333333333332,91,83,21,45,2.8834931852599692,3.492845786963434,0.3631601226415529,0.5745395273036815,0.20491724202444006,0.48309906412363857,True,True,True,True,0.5645933014354066
C1701,"Fabricación de pasta de madera, papel y cartón.",C,Industrias manufactureras.,C17,3,Industrias manufactureras,909.166666666667,115,83,15,38,2.8878778041588222,3.1735141421864728,0.36371234129952773,0.5754131679567724,0.18618278767691177,0.43893197855902555,True,True,True,True,0.562200956937799
M7120,Ensayos y análisis técnicos.,M,"Actividades profesionales, científicas y técnicas.",M71,6,Servicios,1889.9166666666667,392,282,23,60,2.8891429787251197,3.7600652340053866,0.3638716830843491,0.5756652555292325,0.22059439339124506,0.5200584584557408,True,True,True,True,0.5598086124401914
C2512,"Fabricación de tanques, depósitos y recipientes de metal.",C,Industrias manufactureras.,C25,3,Industrias manufactureras,835.4999999999999,148,126,17,33,2.89056301934243,4.198117224744102,0.36405052939734706,0.5759482003508788,0.2462938978298683,0.5806458761863553,True,True,True,True,0.5574162679425837
K6619,Otras actividades auxiliares a las actividades de servicios financieros.,K,Actividades financieras y de seguros.,K66,6,Servicios,3018.1666666666665,648,407,23,76,2.8950146654541844,2.9921011379018516,0.3646111897644898,0.576835196257734,0.17553970327733082,0.41384056086264054,True,True,True,True,0.5550239234449761
G4719,Otras actividades de venta al por menor en comercios no especializados.,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,4,Comercio,26242.500000000004,21786,19190,24,218,2.8972356212297172,5.006335558849051,0.36489090694084625,0.577277724399628,0.2937102116552652,0.6924313785039685,True,True,True,True,0.5526315789473685
C2220,Fabricación de productos de plástico.,C,Industrias manufactureras.,C22,3,Industrias manufactureras,11193.333333333332,886,744,23,71,2.899293134055009,3.4854415935291274,0.3651500393756961,0.5776876863347237,0.20448285499720958,0.4820749825761353,True,True,True,True,0.5502392344497608
O8423,Actividades de mantenimiento del orden público y de seguridad.,O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria.,O84,6,Servicios,27874.666666666657,468,265,24,215,2.915897123869211,3.0677183358860765,0.3672412206582075,0.5809960515176109,0.17997599065033118,0.4242992526589335,True,True,True,True,0.5478468899521531
C2399,Fabricación de otros productos minerales no metálicos n.c.p.,C,Industrias manufactureras.,C23,3,Industrias manufactureras,465.5833333333331,76,40,17,28,2.9163001426731854,3.592348807097012,0.367291978662085,0.5810763535049066,0.21075485573615263,0.49686142834922825,True,True,True,True,0.5454545454545454
F4329,Otras instalaciones para obras de construcción.,F,Construcción.,F43,5,Construcción,485.24999999999994,306,259,17,38,2.9180564815346317,3.4118581018089706,0.36751317989106086,0.5814263061610803,0.2001658805009117,0.47189757476797045,True,True,True,True,0.5430622009569378
C1629,"Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables.",C,Industrias manufactureras.,C16,3,Industrias manufactureras,584.6666666666665,617,539,21,66,2.923290278411899,3.106165514649397,0.3681723478494058,0.5824691465600936,0.18223159834569685,0.42961692117670164,True,True,True,True,0.5406698564593302
C1074,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares.",C,Industrias manufactureras.,C10,3,Industrias manufactureras,3323.333333333333,85,61,11,19,2.925713983642727,2.951245487431744,0.36847760020560133,0.5829520727777665,0.1731427960772774,0.4081897741660339,True,True,True,True,0.5382775119617225
K6630,Actividades de gestión de fondos.,K,Actividades financieras y de seguros.,K66,6,Servicios,2535.916666666666,392,174,24,86,2.945631089344023,2.9761394444100553,0.37098605022938574,0.5869205803342872,0.17460326737151835,0.411632882752002,True,True,True,True,0.5358851674641149
J5912,"Actividades de postproducción de películas cinematográficas, vídeos y programas de televisión.",J,Información y comunicación.,J59,6,Servicios,112.16666666666664,254,244,17,28,2.9468763419172648,3.746915342011322,0.3711428829486479,0.5871686984253794,0.21982291942282642,0.518239683478795,True,True,True,True,0.5334928229665071
C1104,Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas.,C,Industrias manufactureras.,C11,3,Industrias manufactureras,2648.4166666666642,1277,956,24,169,2.9531068316125664,3.347431287869754,0.37192757889085754,0.5884101310816825,0.19638610726439454,0.46298663640514,True,True,True,True,0.5311004784688995
G4610,Venta al por mayor a cambio de una comisión o por contrato.,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G46,4,Comercio,6806.000000000001,3411,2303,24,138,2.9901232081103313,3.3816444431841415,0.37658958811543014,0.5957856891597236,0.1983933145262053,0.4677186928202233,True,True,True,True,0.5287081339712919
B0520,Extracción de lignito.,B,Explotación de minas y canteras.,B05,2,Explotación de minas y canteras,3.08333333333333,11,6,7,8,2.995623632385121,2.995623632385121,0.3772823363294451,0.5968816553922648,0.17574635994028798,0.4143277606681972,True,True,True,True,0.5263157894736842
M7220,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades.,M,"Actividades profesionales, científicas y técnicas.",M72,6,Servicios,1509.166666666666,783,694,22,59,3.00101290971726,3.4927016878276715,0.3779610861967566,0.5979554754611811,0.20490878805902632,0.48307913362516436,True,True,True,True,0.5239234449760766
B0729,Extracción de otros minerales metalíferos no ferrosos.,B,Explotación de minas y canteras.,B07,2,Explotación de minas y canteras,10347.33333333333,1143,693,19,77,3.005115663852733,6.778541243506459,0.3784778055365571,0.5987729542170483,0.3976814498231392,0.9375469547163658,True,True,True,True,0.5215311004784688
A0113,"Cultivo de hortalizas y melones, raíces y tubérculos.",A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",2836.9166666666665,1150,797,24,124,3.007507899929922,6.859379070704901,0.3787790945257666,0.5992496101675506,0.4024240195244927,0.9487277170652546,True,True,True,True,0.5191387559808612
M7020,Actividades de consultoría de gestión.,M,"Actividades profesionales, científicas y técnicas.",M70,6,Servicios,35406.24999999999,12354,10614,24,196,3.0176303938406126,3.3187191302019405,0.3800539670133578,0.6012665294015935,0.19470163090307938,0.4590154285865578,True,True,True,True,0.5167464114832536
C2029,Fabricación de otros productos químicos n.c.p.,C,Industrias manufactureras.,C20,3,Industrias manufactureras,1148.4166666666665,427,341,24,75,3.028535367585375,3.969181115149183,0.381427388536528,0.6034393586951055,0.23286274196461595,0.548981489312418,True,True,True,True,0.5143540669856459
G4661,"Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos.",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G46,4,Comercio,3330.083333333332,825,445,24,126,3.034730612337181,5.078703921133334,0.38220764557176623,0.6046737687535126,0.297955897297749,0.7024407205202079,True,True,True,True,0.5119617224880383
C2012,Fabricación de abonos y compuestos de nitrógeno.,C,Industrias manufactureras.,C20,3,Industrias manufactureras,541.7500000000005,88,59,16,37,3.0461271704547497,3.2002318451040255,0.3836429794455637,0.6069445468317228,0.18775025395770994,0.44262733130639786,True,True,True,True,0.5095693779904307
J6209,Otras actividades de tecnología de la información y de servicios informáticos.,J,Información y comunicación.,J62,6,Servicios,1066.083333333333,434,351,21,54,3.04871639478694,3.276253083732695,0.3839690780230916,0.6074604529318323,0.19221024546755897,0.4531419063764178,True,True,True,True,0.507177033492823
C2651,"Fabricación de equipos de medición, prueba, navegación, control y de relojes.",C,Industrias manufactureras.,C26,3,Industrias manufactureras,313.6666666666667,117,101,17,26,3.055596749196292,3.2528377991168833,0.384835620855199,0.6088313719235048,0.1908365244854881,0.44990331447341786,True,True,True,True,0.5047846889952153
J5914,Actividades de exhibición de películas cinematográficas y cintas de vídeo.,J,Información y comunicación.,J59,6,Servicios,860.1666666666665,44,8,11,21,3.060907716507345,3.1554856045646855,0.3855045080056479,0.6098895886253911,0.18512509477189454,0.4364384331282165,True,True,True,True,0.5023923444976076
N8299,Otras actividades de servicios de apoyo a empresas n.c.p.,N,Actividades de servicios administrativos y de apoyo.,N82,6,Servicios,538.0000000000001,781,722,24,91,3.064033397427208,3.5881994201708776,0.38589817034270435,0.610512384353635,0.21051142073304732,0.49628752241035623,True,True,True,True,0.5
F4330,Terminación y acabado de edificios.,F,Construcción.,F43,5,Construcción,4061.166666666667,4179,3835,24,171,3.0704727335446873,3.6880379725042367,0.3867091693442307,0.6117954299137903,0.21636871934846968,0.5100962944368006,True,True,True,True,0.49760765550239233
C2740,Fabricación de equipo eléctrico de iluminación.,C,Industrias manufactureras.,C27,3,Industrias manufactureras,429.74999999999994,350,312,22,52,3.077711416220742,3.579762867024759,0.3876208416526091,0.6132377462488043,0.21001646753203637,0.4951206541379203,True,True,True,True,0.49521531100478466
C1079,Elaboración de otros productos alimenticios n.c.p.,C,Industrias manufactureras.,C10,3,Industrias manufactureras,8793.5,1564,1198,24,133,3.100678362297044,3.762091675866254,0.3905134023135492,0.6178139382126837,0.22071328008209232,0.5203387376968512,True,True,True,True,0.49282296650717705
A0122,Cultivo de frutas tropicales y subtropicales.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",55873.91666666667,5647,3451,24,152,3.1030710140148843,12.57971837150555,0.3908147436504149,0.6182906769800918,0.7380231912197172,1.7399136815303364,True,True,True,False,0.4904306220095694
C2710,"Fabricación de motores, generadores, transformadores eléctricos y aparatos de distribución y control de la energía eléctrica.",C,Industrias manufactureras.,C27,3,Industrias manufactureras,2272.8333333333335,774,706,22,75,3.105773774858626,3.5406632065218573,0.39115514152771924,0.6188292053683383,0.20772258023124257,0.48971274020510236,True,True,True,True,0.4880382775119617
M7490,"Otras actividades profesionales, científicas y técnicas n.c.p.",M,"Actividades profesionales, científicas y técnicas.",M74,6,Servicios,45890.5,40571,36482,24,220,3.1070945578358606,4.164098658529329,0.39132148688634444,0.619092372984371,0.24429810666371504,0.5759407335881552,True,True,True,True,0.48564593301435405
G4659,Venta al por mayor de otros tipos de maquinaria y equipo.,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G46,4,Comercio,23629.333333333332,8599,6660,24,172,3.1087395069975714,3.560110122493517,0.3915286591946959,0.6194201311072752,0.2088634861371566,0.4924024629924824,True,True,True,True,0.48325358851674644
E3821,Tratamiento y eliminación de desechos no peligrosos.,E,"Distribución de agua; alcantarillado, gestión de desechos y actividades de saneamiento.",E38,6,Servicios,329.5000000000001,73,45,22,38,3.109075354247811,5.125744725774363,0.39157095731047065,0.6194870490807197,0.30071567329061655,0.7089469822001605,True,True,True,True,0.48086124401913877
A0125,Cultivo de otros frutos y nueces de árboles y arbustos.,A,"Agricultura, ganadería,  silvicultura y pesca.",A01,1,"Agricultura, ganadería, silvicultura y pesca",1097.7500000000005,588,414,22,98,3.1094833241416704,5.612577608889198,0.3916223388769142,0.6195683375787021,0.3292770406739235,0.7762813349205692,True,True,True,True,0.4784688995215311
I5590,Otras actividades de alojamiento.,I,Actividades de alojamiento y de servicio de comidas.,I55,6,Servicios,38.583333333333336,81,63,13,13,3.122136292800863,3.122136292800863,0.39321591075478146,0.6220894569867875,0.1831685672276319,0.431825855795887,True,True,True,True,0.47607655502392343
M7010,Actividades de oficinas principales.,M,"Actividades profesionales, científicas y técnicas.",M70,6,Servicios,13730.416666666659,3138,2057,24,151,3.124878390124763,4.68370859894982,0.3935612628456181,0.6226358232165908,0.2747824287362387,0.6478085145429824,True,True,True,True,0.47368421052631576
C1040,Elaboración de aceites y grasas de origen vegetal y animal.,C,Industrias manufactureras.,C10,3,Industrias manufactureras,7238.916666666667,159,94,19,49,3.1284126050015932,3.4263795758756155,0.39400637778976716,0.623340019833078,0.20101782204009233,0.47390605466063435,True,True,True,True,0.47129186602870815
G4641,"Venta al por mayor de textiles, prendas de vestir y calzado.",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G46,4,Comercio,12422.58333333333,7277,4839,24,165,3.142793140712325,3.272467711093478,0.39581752724524605,0.6262053590791885,0.191988166346815,0.4526183476249292,True,True,True,True,0.4688995215311005
I5621,Suministro de comidas por encargo.,I,Actividades de alojamiento y de servicio de comidas.,I56,6,Servicios,4562.916666666666,3233,2557,24,184,3.1450021793656155,4.266118013651608,0.3960957435255375,0.6266455127199687,0.2502833479711889,0.590051134673145,True,True,True,True,0.4665071770334928
N7990,Otros servicios de reservas y actividades conexas.,N,Actividades de servicios administrativos y de apoyo.,N79,6,Servicios,1002.833333333333,1156,804,24,112,3.1518767354760864,3.301351916709282,0.396961556093761,0.6280152763935306,0.19368273636618108,0.4566133515707177,True,True,True,True,0.46411483253588515
M7410,Actividades especializadas de diseño.,M,"Actividades profesionales, científicas y técnicas.",M74,6,Servicios,1831.416666666667,2182,1958,24,104,3.1575127815786237,3.775340466217782,0.39767138513177425,0.6291382654403459,0.22149055619005223,0.5221711914065119,True,True,True,True,0.46172248803827753
P8549,Otros tipos de enseñanza n.c.p.,P,Enseñanza.,P85,6,Servicios,21644.499999999996,10564,8322,24,190,3.1663409273072,3.7374765309767257,0.3987832415779334,0.6308972842234637,0.21926916605288999,0.5169341918953211,True,True,True,True,0.45933014354066987
N8010,Actividades de seguridad privada.,N,Actividades de servicios administrativos y de apoyo.,N80,6,Servicios,88628.66666666666,2558,1958,24,120,3.197293773325919,3.3734458409250165,0.40268158245618646,0.6370646764722839,0.19791232135734976,0.46658473577772,True,True,True,True,0.4569377990430622
C1622,Fabricación de partes y piezas de carpintería para edificios y construcciones.,C,Industrias manufactureras.,C16,3,Industrias manufactureras,2462.3333333333335,3017,2818,24,170,3.199076445092153,3.8884780999835593,0.4029061001698279,0.6374198759917923,0.2281280813756716,0.5378193729533206,True,True,True,True,0.45454545454545453
