hs_edition,hs_code,description,parent_code
2017,820740,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for tapping or threading",8207
2017,820750,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for drilling (other than rock)",8207
2017,820760,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for boring or broaching",8207
2017,820770,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for milling",8207
2017,820780,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for turning",8207
2017,820790,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207",8207
2017,820810,"Tools; knives and cutting blades, for machines or for mechanical appliances, for metal working",8208
2017,820820,"Tools; knives and cutting blades, for wood working machines or mechanical appliances",8208
2017,820830,"Tools; knives and cutting blades, for kitchen appliances or for machines used by the food industry",8208
2017,820840,"Tools; knives and cutting blades, for agricultural, horticultural or forestry machines or mechanical appliances",8208
2017,820890,"Tools; knives and cutting blades, for machines or mechanical appliances, n.e.c. in heading no. 8208",8208
2017,820900,"Tools; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",8209
2017,821000,"Tools; hand-operated mechanical appliances, weighing 10kg or less, used in the preparation, conditioning or serving of food or drink",8210
2017,821110,"Knives; with cutting blades, serrated or not (including pruning knives), sets of assorted articles, excluding knives and blades of heading no. 8208",8211
2017,821191,"Knives; table knives, having fixed cutting blades, serrated or not, excluding knives and blades of heading no. 8208",8211
2017,821192,"Knives; having fixed cutting blades, (other than table knives), serrated or not, excluding knives and blades of heading no. 8208",8211
2017,821193,"Knives; with cutting blades, (having other than fixed blades), serrated or not, excluding knives and blades of heading no. 8208",8211
2017,821194,"Blades; cutting, serrated or not, excluding those of heading no. 8208",8211
2017,821195,Knives; with handles of base metal,8211
2017,821210,Razors,8212
2017,821220,"Razors; safety razor blades, including razor blade blanks in strips",8212
2017,821290,Razors; parts n.e.c. in heading no. 8212,8212
2017,821300,"Scissors; tailors' shears, similar shears and blades therefore",8213
2017,821410,"Cutlery; paper knives, letter openers, erasing knives, pencil sharpeners and blades therefore",8214
2017,821420,Manicure or pedicure sets and instruments; (including nail files),8214
2017,821490,Cutlery; hair clippers and mincing knives,8214
2017,821510,"Cutlery; sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar), with at least one article plated with precious metal",8215
2017,821520,"Cutlery; sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar), not plated with precious metal",8215
2017,821591,"Cutlery; (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar), plated with precious metal, not in sets",8215
2017,821599,Cutlery; other than plated with precious metal,8215
2017,830110,"Padlocks; (key, combination or electrically operated), of base metal",8301
2017,830120,"Locks; of a kind used for motor vehicles (key, combination or electrically operated), of base metal",8301
2017,830130,"Locks; of a kind used for furniture (key, combination or electrically operated), of base metal",8301
2017,830140,"Locks; (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",8301
2017,830150,"Clasps and frames with clasps; incorporating locks, of base metal",8301
2017,830160,"Locks; parts of padlocks, locks, clasps and frames with clasps incorporating locks, of base metal",8301
2017,830170,"Keys; presented separately, of base metal",8301
2017,830210,"Hinges; suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",8302
2017,830220,"Castors; with mountings, of base metal",8302
2017,830230,"Mountings, fittings and similar articles; for motor vehicles, of base metal",8302
2017,830241,"Mountings, fittings and similar articles; of base metal, suitable for buildings",8302
2017,830242,"Mountings, fittings and similar articles; suitable for furniture of base metal",8302
2017,830249,"Mountings, fittings and similar articles; suitable for other than buildings or furniture, of base metal",8302
2017,830250,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",8302
2017,830260,Automatic door closures; of base metal,8302
2017,830300,"Safes; armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",8303
2017,830400,"Office equipment; filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",8304
2017,830510,"Stationery; fittings for loose-leaf binders or files, of base metal",8305
2017,830520,"Stationery; staples in strips, (e.g. for offices, upholstery, packaging), of base metal",8305
2017,830590,"Stationery; letter clips, letter corners, paper clips, indexing tags and similar office articles, including parts, of base metal",8305
2017,830610,"Bells, gongs and the like; non-electric, of base metal",8306
2017,830621,Statuettes and other ornaments; of base metal plated with precious metal,8306
2017,830629,Statuettes and other ornaments; of base metal other than plated with precious metal,8306
2017,830630,"Photograph, picture or similar frames, mirrors; of base metal",8306
2017,830710,"Tubing; flexible, with or without fittings, of iron or steel",8307
2017,830790,"Tubing; flexible, with or without fittings of base metal, other than those of iron or steel",8307
2017,830810,"Hooks, eyes and eyelets; of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",8308
2017,830820,"Rivets; tubular or bifurcated, of base metal",8308
2017,830890,"Clasps, frames with clasps, buckles, buckle clasps; of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts",8308
2017,830910,"Stoppers; corks, of base metal",8309
2017,830990,"Stoppers; caps and lids, of base metal",8309
2017,831000,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols; of base metal, excluding those of heading no. 9405",8310
2017,831110,"Electrodes; coated, of base metal, for electric arc-welding",8311
2017,831120,"Wire; cored, of base metal, for electric arc-welding",8311
2017,831130,"Rods and wire; coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",8311
2017,831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying; n.e.c. in item no. 8311",8311
2017,840110,Nuclear reactors,8401
2017,840120,"Machinery and apparatus; for isotopic separation, and parts thereof",8401
2017,840130,Fuel elements (cartridges); non-irradiated,8401
2017,840140,Nuclear reactors; parts thereof,8401
2017,840211,Boilers; watertube boilers with a steam production exceeding 45t per hour,8402
2017,840212,Boilers; watertube boilers with a steam production not exceeding 45t per hour,8402
2017,840219,"Boilers; vapour generating boilers, including hybrid boilers n.e.c. in heading no. 8402",8402
2017,840220,Boilers; super-heated water boilers,8402
2017,840290,Boilers; parts of steam or other vapour generating boilers,8402
2017,840310,Boilers; central heating boilers (excluding those of heading no. 8402),8403
2017,840390,Boilers; parts of central heating boilers (excluding those of heading no. 8402),8403
2017,840410,"Boilers; auxiliary plant, for use with boilers of heading no. 8402 or 8403 (e.g. economisers, super-heaters, soot removers, gas recoverers)",8404
2017,840420,"Boilers; condensers, for steam or other vapour power units",8404
2017,840490,"Boilers; parts of auxiliary plant, for use with boilers of heading no. 8402 and 8403 and parts of condensers for steam or other vapour power units",8404
2017,840510,"Generators; producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers",8405
2017,840590,"Generators; parts of producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers",8405
2017,840610,"Turbines; steam and other vapour turbines, for marine propulsion",8406
2017,840681,"Turbines; steam and other vapour turbines, (for other than marine propulsion), of an output exceeding 40MW",8406
2017,840682,"Turbines; steam and other vapour turbines, (for other than marine propulsion), of an output not exceeding 40MW",8406
2017,840690,Turbines; parts of steam and other vapour turbines,8406
2017,840710,"Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines",8407
2017,840721,"Engines; outboard motors for marine propulsion, spark-ignition reciprocating or rotary internal combustion piston engines",8407
2017,840729,"Engines; for marine propulsion, (other than outboard motors), spark-ignition reciprocating or rotary internal combustion piston engines",8407
2017,840731,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity not exceeding 50cc",8407
2017,840732,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 50cc but not exceeding 250cc",8407
2017,840733,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 250cc but not exceeding 1000cc",8407
2017,840734,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 1000cc",8407
2017,840790,"Engines; rotary internal combustion piston engines, for other than aircraft or marine propulsion",8407
2017,840810,"Engines; for marine propulsion, compression-ignition internal combustion piston engines (diesel or semi-diesel engines)",8408
2017,840820,"Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for the propulsion of vehicles of chapter 87",8408
2017,840890,"Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for other than marine propulsion or the vehicles of chapter 87",8408
2017,840910,Engines; parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines),8409
2017,840991,"Engines; parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)",8409
2017,840999,Engines; parts for internal combustion piston engines (excluding spark-ignition),8409
2017,841011,"Turbines; hydraulic turbines and water wheels, of a power not exceeding 1000kW",8410
2017,841012,"Turbines; hydraulic turbines and water wheels, of a power exceeding 1000kW but not exceeding 10000kW",8410
2017,841013,"Turbines; hydraulic turbines and water wheels, of a power exceeding 10000kW",8410
2017,841090,"Turbines; parts of hydraulic turbines and water wheels, including regulators",8410
2017,841111,Turbo-jets; of a thrust not exceeding 25kN,8411
2017,841112,Turbo-jets; of a thrust exceeding 25kN,8411
2017,841121,Turbo-propellers; of a power not exceeding 1100kW,8411
2017,841122,Turbo-propellers; of a power exceeding 1100kW,8411
2017,841181,"Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power not exceeding 5000kW",8411
2017,841182,"Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power exceeding 5000kW",8411
2017,841191,Turbines; parts of turbo-jets and turbo-propellers,8411
2017,841199,Turbines; parts of gas turbines (excluding turbo-jets and turbo-propellers),8411
2017,841210,"Engines; reaction engines, other than turbo-jets",8412
2017,841221,"Engines; hydraulic power engines and motors, linear acting (cylinders)",8412
2017,841229,"Engines; hydraulic power engines and motors, other than linear acting (cylinders)",8412
2017,841231,"Engines; pneumatic power engines and motors, linear acting (cylinders)",8412
2017,841239,"Engines; pneumatic power engines and motors, other than linear acting (cylinders)",8412
2017,841280,"Engines; pneumatic power engines and motors, n.e.c. in heading no. 8412",8412
2017,841290,"Engines; parts, for engines and motors of heading no. 8412",8412
2017,841311,"Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages",8413
2017,841319,"Pumps; for liquids, fitted or designed to be fitted with a measuring device, other than pumps for dispensing fuel or lubricants",8413
2017,841320,"Pumps; hand, fitted or designed to be fitted with a measuring device, for liquids, other than those of item no. 8413.11 or 8413.19",8413
2017,841330,"Pumps; fuel, lubricating or cooling medium pumps for internal combustion piston engines",8413
2017,841340,Pumps; concrete pumps,8413
2017,841350,"Pumps; reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids",8413
2017,841360,"Pumps; rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids",8413
2017,841370,"Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids",8413
2017,841381,Pumps and liquid elevators; n.e.c. in heading no. 8413,8413
2017,841382,Liquid elevators,8413
2017,841391,Pumps; parts thereof,8413
2017,841392,Liquid elevators; parts thereof,8413
2017,841410,Pumps; vacuum,8414
2017,841420,Pumps; hand or foot-operated air pumps,8414
2017,841430,Compressors; of a kind used in refrigerating equipment,8414
2017,841440,Compressors; air compressors mounted on a wheeled chassis for towing,8414
2017,841451,"Fans; table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W",8414
2017,841459,Fans; n.e.c. in item no. 8414.51,8414
2017,841460,"Hoods; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal side not exceeding 120cm",8414
2017,841480,"Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414",8414
2017,841490,"Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan",8414
2017,841510,"Air conditioning machines; comprising a motor-driven fan and elements for changing the temperature and humidity, of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or ""split-system""",8415
2017,841520,"Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, of a kind used for persons, in motor vehicles",8415
2017,841581,"Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)",8415
2017,841582,"Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit",8415
2017,841583,"Air conditioning machines; containing a motor driven fan, other than window or wall types, not incorporating a refrigerating unit",8415
2017,841590,"Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof",8415
2017,841610,"Furnaces; furnace burners, for liquid fuel",8416
2017,841620,"Furnaces; furnace burners, for pulverized solid fuel or gas, including combination burners",8416
2017,841630,"Furnace accessories; mechanical stokers, mechanical grates, mechanical ash dischargers and similar appliances",8416
2017,841690,"Furnaces; parts of furnace burners, for liquid fuel, pulverized solid fuel or gas, mechanical stokers, grates, ash dischargers and the like",8416
2017,841710,"Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use",8417
2017,841720,"Ovens; non-electric, bakery ovens, including biscuit ovens",8417
2017,841780,"Furnaces and ovens; including incinerators, non-electric, for industrial or laboratory use, n.e.c. in heading no. 8417",8417
2017,841790,"Furnaces and ovens; parts of non-electric furnaces and ovens (including incinerators), of industrial or laboratory use",8417
2017,841810,"Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other",8418
2017,841821,"Refrigerators; for household use, compression-type, electric or other",8418
2017,841829,"Refrigerators; household, electric or not, other than compression-type",8418
2017,841830,"Freezers; of the chest type, not exceeding 800l capacity",8418
2017,841840,"Freezers; of the upright type, not exceeding 900l capacity",8418
2017,841850,"Furniture incorporating refrigerating or freezing equipment; for storage and display, n.e.c. in item no. 8418.1, 8418.2, 8418.3 or 8418.4 (chests, cabinets, display counters, show-cases and the like)",8418
2017,841861,Heat pumps; other than air conditioning machines of heading no. 8415,8418
2017,841869,Refrigerating or freezing equipment; n.e.c. in heading no. 8418,8418
2017,841891,"Refrigerating or freezing equipment; parts, furniture designed to receive refrigerating or freezing equipment",8418
2017,841899,"Refrigerating or freezing equipment; parts thereof, other than furniture",8418
2017,841911,"Heaters; instantaneous gas water heaters, for domestic or other purposes",8419
2017,841919,"Heaters; instantaneous or storage water heaters, non-electric, other than instantaneous gas water heaters",8419
2017,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8419
2017,841931,"Dryers; for agricultural products, not used for domestic purposes",8419
2017,841932,"Dryers; for wood, paper pulp, paper or paperboard, not used for domestic purposes",8419
2017,841939,"Dryers; for products n.e.c. in heading no. 8419, not used for domestic purposes",8419
2017,841940,Distilling or rectifying plant; not used for domestic purposes,8419
2017,841950,Heat exchange units; not used for domestic purposes,8419
2017,841960,"Machinery; for liquefying air or gas, not used for domestic purposes",8419
2017,841981,"Machinery, plant and equipment; for making hot drinks, for cooking or heating food",8419
2017,841989,"Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food",8419
2017,841990,"Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature",8419
2017,842010,"Machines; calendering or other rolling machines, for other than metal or glass",8420
2017,842091,"Machines; parts, cylinders for calendering or other rolling machines, for other than metal or glass",8420
2017,842099,"Machines; parts, (other than cylinders), for calendering or other rolling machines, for other than metal or glass",8420
2017,842111,Centrifuges; cream separators,8421
2017,842112,Centrifuges; clothes-dryers,8421
2017,842119,"Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)",8421
2017,842121,Machinery; for filtering or purifying water,8421
2017,842122,Machinery; for filtering or purifying beverages other than water,8421
2017,842123,"Machinery; filtering or purifying machinery, oil or petrol filters for internal combustion engines",8421
2017,842129,"Machinery; for filtering or purifying liquids, n.e.c. in item no. 8421.2",8421
2017,842131,Machinery; intake air filters for internal combustion engines,8421
2017,842139,"Machinery; for filtering or purifying gases, other than intake air filters for internal combustion engines",8421
2017,842191,"Centrifuges; parts thereof, including parts for centrifugal dryers",8421
2017,842199,Machinery; parts for filtering or purifying liquids or gases,8421
2017,842211,Dish washing machines; of the household type,8422
2017,842219,Dish washing machines; of other than household type,8422
2017,842220,Machinery; for cleaning or drying bottles or other containers,8422
2017,842230,"Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages",8422
2017,842240,Machinery; for packing or wrapping,8422
2017,842290,Machinery; parts of machinery of heading no. 8422,8422
2017,842310,Weighing machines; personal (including baby scales) and household scales,8423
2017,842320,Weighing machines; scales for continuous weighing of goods on conveyors,8423
2017,842330,"Weighing machines; constant weight scales and scales for discharging a predetermined weight of material into a bag or container, including hopper scales",8423
2017,842381,Weighing machines; having a maximum weighing capacity not exceeding 30kg (excluding balances of a sensitivity of 5cg or better),8423
2017,842382,Weighing machines; having a maximum weighing capacity exceeding 30kg but not exceeding 5000kg,8423
2017,842389,Weighing machines; having a maximum weighing capacity exceeding 5000kg,8423
2017,842390,"Weighing machines; weights of all kinds, parts of weighing machinery",8423
2017,842410,Fire extinguishers; whether or not charged,8424
2017,842420,Spray guns and similar appliances,8424
2017,842430,Mechanical appliances; steam or sand blasting machines and similar jet projecting machines,8424
2017,842441,Mechanical appliances; agricultural or horticultural sprayers; portable sprayers,8424
2017,842449,Mechanical appliances; agricultural or horticultural sprayers; other than portable sprayers,8424
2017,842482,"Mechanical appliances; agricultural or horticultural, n.e.c. in heading 8424",8424
2017,842489,"Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated",8424
2017,842490,"Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated",8424
2017,842511,Pulley tackle and hoists; powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles),8425
2017,842519,Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles),8425
2017,842531,Winches; capstans; powered by an electric motor,8425
2017,842539,Winches; capstans; not powered by an electric motor,8425
2017,842541,"Jacks; built-in jacking systems of a type used in garages, for raising vehicles",8425
2017,842542,"Jacks and hoists; hydraulic, of a kind used for raising vehicles",8425
2017,842549,"Jacks and hoists; (other than hydraulic), of a kind used for raising vehicles",8425
2017,842611,Cranes; overhead travelling cranes on fixed support,8426
2017,842612,Cranes; mobile lifting frames on tyres and straddle carriers,8426
2017,842619,"Cranes; transporter, gantry and bridge cranes",8426
2017,842620,Cranes; tower cranes,8426
2017,842630,Cranes; portal or pedestal jib cranes,8426
2017,842641,"Cranes; self-propelled derricks and cranes, on tyres, n.e.c. in heading no. 8426",8426
2017,842649,"Cranes; self-propelled derricks and cranes, not on tyres, n.e.c. in heading no. 8426",8426
2017,842691,Cranes and derricks; designed for mounting on road vehicles,8426
2017,842699,"Cranes and derricks; for other than mounting on road vehicles, n.e.c. in heading no. 8426",8426
2017,842710,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by electric motor",8427
2017,842720,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor",8427
2017,842790,"Fork-lift and other works trucks; fitted with lifting or handling equipment, not self-propelled",8427
2017,842810,Lifts and skip hoists,8428
2017,842820,Elevators and conveyors; pneumatic,8428
2017,842831,"Elevators and conveyors; continuous-action, for goods and materials, specially designed for underground use, n.e.c. in item no. 8428.20",8428
2017,842832,"Elevators and conveyors; continuous-action, for goods or materials, bucket type, n.e.c. in item no. 8428.20 or 8428.31",8428
2017,842833,"Elevators and conveyors; continuous-action, for goods or materials, belt type, n.e.c. in item no. 8428.20 or 8428.31",8428
2017,842839,"Elevators and conveyors; continuous-action, for goods or materials, n.e.c. in item no. 8428.20, 8428.31, 8428.32 or 8428.33",8428
2017,842840,Escalators and moving walkways,8428
2017,842860,"Teleferics, chair-lifts, ski-draglines, traction mechanisms for funiculars",8428
2017,842890,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428",8428
2017,842911,"Bulldozers and angledozers; self-propelled, track laying",8429
2017,842919,"Bulldozers and angledozers; self-propelled, other than track laying",8429
2017,842920,Graders and levellers,8429
2017,842930,Scrapers; self-propelled,8429
2017,842940,Tamping machines and road rollers; self-propelled,8429
2017,842951,Front-end shovel loaders,8429
2017,842952,"Mechanical shovels, excavators and shovel loaders; with a 360 degree revolving super structure",8429
2017,842959,"Mechanical shovels, excavators and shovel loaders; n.e.c. in item no. 8429.50",8429
2017,843010,Pile-drivers and pile-extractors,8430
2017,843020,Snow-ploughs and snow-blowers,8430
2017,843031,Coal or rock cutters and tunnelling machinery; self-propelled,8430
2017,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,8430
2017,843041,"Boring or sinking machinery; self-propelled, n.e.c. in heading no. 8430",8430
2017,843049,Boring and sinking machinery; not self-propelled,8430
2017,843050,"Machinery; for handling earth, minerals or ores, self-propelled, n.e.c. in heading no. 8430",8430
2017,843061,"Machinery; for tamping or compacting, not self-propelled",8430
2017,843069,"Machinery; for moving, levelling, scraping, grading, excavating earth minerals or ores; not self propelled n.e.c in 84.30",8430
2017,843110,Machinery; parts of the machinery of heading no. 8425,8431
2017,843120,Machinery; parts of the machinery of heading no. 8427,8431
2017,843131,"Lifts, skip hoists or escalators; parts thereof",8431
2017,843139,"Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)",8431
2017,843141,"Machinery parts; buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430",8431
2017,843142,Machinery parts; bulldozer or angledozer blades,8431
2017,843143,Boring or sinking machinery; parts of the machinery of item no. 8430.41 or 8430.41,8431
2017,843149,"Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431",8431
2017,843210,Ploughs; for soil preparation,8432
2017,843221,Harrows; disc harrows,8432
2017,843229,"Harrows; (excluding disc), scarifiers, cultivators, weeders and hoes",8432
2017,843231,"Seeders, planters and transplanters; no-till direct seeders, planters and transplanters",8432
2017,843239,"Seeders, planters and transplanters; other than no-till direct seeders, planters and transplanters",8432
2017,843241,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; manure spreaders",8432
2017,843242,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; fertiliser distributors",8432
2017,843280,Rollers; for lawns or sports-grounds,8432
2017,843290,Machinery; parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds,8432
2017,843311,"Mowers; lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal plane",8433
2017,843319,"Mowers; for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane",8433
2017,843320,Mowers; n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting),8433
2017,843330,Haymaking machinery,8433
2017,843340,"Balers; straw or fodder balers, including pick-up balers",8433
2017,843351,Combine harvester-threshers,8433
2017,843352,Threshing machinery; other than combine harvester-threshers,8433
2017,843353,Harvesting machinery; for roots or tubers,8433
2017,843359,Harvesting machinery; n.e.c. in heading no. 8433,8433
2017,843360,"Machines; for cleaning, sorting or grading eggs, fruit or other agricultural produce",8433
2017,843390,"Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers",8433
2017,843410,Milking machines,8434
2017,843420,Dairy machinery,8434
2017,843490,Milking machines and dairy machinery; parts thereof,8434
2017,843510,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages",8435
2017,843590,"Presses, crushers and similar machinery; parts, used in the manufacture of wine, cider, fruit juices or similar beverages",8435
2017,843610,Machinery; for preparing animal feeding stuffs,8436
2017,843621,Poultry incubators and brooders,8436
2017,843629,Poultry-keeping machinery; other than incubators and brooders,8436
2017,843680,"Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436",8436
2017,843691,Machinery; parts of poultry-keeping machinery or poultry incubators and brooders,8436
2017,843699,"Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.c. in heading no. 8436",8436
2017,843710,"Machines; for cleaning, sorting or grading seed, grain or dried leguminous vegetables",8437
2017,843780,"Machinery; for use in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery",8437
2017,843790,"Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)",8437
2017,843810,"Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products",8438
2017,843820,"Machinery; industrial, for the manufacture of confectionery, cocoa or chocolate",8438
2017,843830,"Machinery; industrial, for sugar manufacture",8438
2017,843840,"Machinery; industrial, brewery machinery",8438
2017,843850,"Machinery; industrial, for the preparation of meat or poultry",8438
2017,843860,"Machinery; industrial, for the preparation of fruits, nuts or vegetables",8438
2017,843880,"Machinery; used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438",8438
2017,843890,Machinery; parts of those machines used in the industrial preparation or manufacture of food or drink,8438
2017,843910,Machinery; for making pulp of fibrous cellulosic material,8439
2017,843920,Machinery; for making paper or paperboard,8439
2017,843930,Machinery; for finishing paper or paperboard,8439
2017,843991,Machinery; parts of machinery for making pulp of fibrous cellulosic material,8439
2017,843999,Machinery; parts of machinery for making or finishing paper or paperboard,8439
2017,844010,Book-binding machinery; including book-sewing machines,8440
2017,844090,"Book-binding machinery; including book-sewing machines, parts thereof",8440
2017,844110,"Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard",8441
2017,844120,"Machines; for making bags, sacks or envelopes of paper pulp, paper or paperboard",8441
2017,844130,"Machines; for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of paper pulp, paper or paperboard",8441
2017,844140,"Machines; for moulding articles, in paper pulp, paper or paperboard",8441
2017,844180,"Machinery; n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard",8441
2017,844190,"Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds",8441
2017,844230,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components",8442
2017,844240,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components; parts thereof",8442
2017,844250,"Plates, cylinders and other printing components; lithographic stones prepared for printing purposes (for example, planed, grained or polished)",8442
2017,844311,"Printing machinery; offset, reel-fed",8443
2017,844312,"Printing machinery; offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)",8443
2017,844313,"Printing machinery; offset, n.e.c. in item no. 8443.1",8443
2017,844314,"Printing machinery; letterpress, reel-fed, excluding flexographic printing",8443
2017,844315,"Printing machinery; letterpress, other than reel-fed, excluding flexographic printing",8443
2017,844316,Printing machinery; flexographic,8443
2017,844317,Printing machinery; gravure,8443
2017,844319,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1",8443
2017,844331,"Printing, copying, and facsimile machines; machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network",8443
2017,844332,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, capable of connecting to an automatic data processing machine or to a network",8443
2017,844339,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, not capable of connecting to an automatic data processing machine or to a network",8443
2017,844391,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; parts and accessories",8443
2017,844399,"Printing machinery; parts and accessories, n.e.c. in item no. 8443.91",8443
2017,844400,"Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials",8444
