hs_edition,hs_code,description,parent_code
1996,840610,"Turbines; steam and other vapour turbines, for marine propulsion",8406
1996,840681,"Turbines; steam and other vapour turbines, (for other than marine propulsion), of an output exceeding 40MW",8406
1996,840682,"Turbines; steam and other vapour turbines, (for other than marine propulsion), of an output not exceeding 40MW",8406
1996,840690,Turbines; parts of steam and other vapour turbines,8406
1996,840710,"Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines",8407
1996,840721,"Engines; outboard motors for marine propulsion, spark-ignition reciprocating or rotary internal combustion piston engines",8407
1996,840729,"Engines; for marine propulsion, (other than outboard motors), spark-ignition reciprocating or rotary internal combustion piston engines",8407
1996,840731,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity not exceeding 50cc",8407
1996,840732,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 50cc but not exceeding 250cc",8407
1996,840733,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 250cc but not exceeding 1000cc",8407
1996,840734,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 1000cc",8407
1996,840790,"Engines; rotary internal combustion piston engines, for other than aircraft or marine propulsion",8407
1996,840810,"Engines; for marine propulsion, compression-ignition internal combustion piston engines (diesel or semi-diesel engines)",8408
1996,840820,"Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for the propulsion of vehicles of chapter 87",8408
1996,840890,"Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for other than marine propulsion or the vehicles of chapter 87",8408
1996,840910,Engines; parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines),8409
1996,840991,"Engines; parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)",8409
1996,840999,Engines; parts for internal combustion piston engines (excluding spark-ignition),8409
1996,841011,"Turbines; hydraulic turbines and water wheels, of a power not exceeding 1000kW",8410
1996,841012,"Turbines; hydraulic turbines and water wheels, of a power exceeding 1000kW but not exceeding 10000kW",8410
1996,841013,"Turbines; hydraulic turbines and water wheels, of a power exceeding 10000kW",8410
1996,841090,"Turbines; parts of hydraulic turbines and water wheels, including regulators",8410
1996,841111,Turbo-jets; of a thrust not exceeding 25kN,8411
1996,841112,Turbo-jets; of a thrust exceeding 25kN,8411
1996,841121,Turbo-propellers; of a power not exceeding 1100kW,8411
1996,841122,Turbo-propellers; of a power exceeding 1100kW,8411
1996,841181,"Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power not exceeding 5000kW",8411
1996,841182,"Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power exceeding 5000kW",8411
1996,841191,Turbines; parts of turbo-jets and turbo-propellers,8411
1996,841199,Turbines; parts of gas turbines (excluding turbo-jets and turbo-propellers),8411
1996,841210,"Engines; reaction engines, other than turbo-jets",8412
1996,841221,"Engines; hydraulic power engines and motors, linear acting (cylinders)",8412
1996,841229,"Engines; hydraulic power engines and motors, other than linear acting (cylinders)",8412
1996,841231,"Engines; pneumatic power engines and motors, linear acting (cylinders)",8412
1996,841239,"Engines; pneumatic power engines and motors, other than linear acting (cylinders)",8412
1996,841280,"Engines; pneumatic power engines and motors, n.e.s. in heading no. 8412",8412
1996,841290,"Engines; parts, for engines and motors of heading no. 8412",8412
1996,841311,"Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages",8413
1996,841319,"Pumps; for liquids, fitted or designed to be fitted with a measuring device, other than pumps for dispensing fuel or lubricants",8413
1996,841320,"Pumps; hand, fitted or designed to be fitted with a measuring device, for liquids, other than those of item no. 8413.11 or 8413.19",8413
1996,841330,"Pumps; fuel, lubricating or cooling medium pumps for internal combustion piston engines",8413
1996,841340,Pumps; concrete pumps,8413
1996,841350,"Pumps; reciprocating positive displacement pumps, n.e.s. in heading no. 8413, for liquids",8413
1996,841360,"Pumps; rotary positive displacement pumps, n.e.s. in heading no. 8413, for liquids",8413
1996,841370,"Pumps; centrifugal, n.e.s. in heading no. 8413, for liquids",8413
1996,841381,Pumps and liquid elevators; n.e.s. in heading no. 8413,8413
1996,841382,Liquid elevators,8413
1996,841391,Pumps; parts thereof,8413
1996,841392,Liquid elevators; parts thereof,8413
1996,841410,Pumps; vacuum,8414
1996,841420,Pumps; hand or foot-operated air pumps,8414
1996,841430,Compressors; of a kind used in refrigerating equipment,8414
1996,841440,Compressors; air compressors mounted on a wheeled chassis for towing,8414
1996,841451,"Fans; table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W",8414
1996,841459,Fans; n.e.s. in item no. 8414.51,8414
1996,841460,"Hoods; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal side not exceeding 120cm",8414
1996,841480,"Pumps and compressors; for air, vacuum or gas, n.e.s. in heading no. 8414",8414
1996,841490,"Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan",8414
1996,841510,"Air conditioning machines; comprising a motor-driven fan and elements for changing the temperature and humidity, window or wall types, self-contained",8415
1996,841520,"Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, of a kind used for persons, in motor vehicles",8415
1996,841581,Air conditioning machines; incorporating a refrigerating unit and a valve for reversal of the cooling or heat cycle,8415
1996,841582,"Air conditioning machines; incorporating a refrigerating unit but not a valve for reversal of the cooling or heat cycle, other than window or wall type",8415
1996,841583,Air conditioning machines; n.e.s. in heading no. 8415 and not incorporating a refrigerating unit,8415
1996,841590,"Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof",8415
1996,841610,"Furnaces; furnace burners, for liquid fuel",8416
1996,841620,"Furnaces; furnace burners, for pulverized solid fuel or gas, including combination burners",8416
1996,841630,"Furnace accessories; mechanical stokers, mechanical grates, mechanical ash dischargers and similar appliances",8416
1996,841690,"Furnaces; parts of furnace burners, for liquid fuel, pulverized solid fuel or gas, mechanical stokers, grates, ash dischargers and the like",8416
1996,841710,"Furnaces and ovens; non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use",8417
1996,841720,"Ovens; non-electric, bakery ovens, including biscuit ovens",8417
1996,841780,"Furnaces and ovens; including incinerators, non-electric, for industrial or laboratory use, n.e.s. in heading no. 8417",8417
1996,841790,"Furnaces and ovens; parts of non-electric furnaces and ovens (including incinerators), of industrial or laboratory use",8417
1996,841810,"Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other",8418
1996,841821,"Refrigerators; for household use, compression-type, electric or other",8418
1996,841822,"Refrigerators; for household use, absorption-type, electrical",8418
1996,841829,"Refrigerators; household, electric or not, other than compression or absorption-type",8418
1996,841830,"Freezers; of the chest type, not exceeding 800l capacity",8418
1996,841840,"Freezers; of the upright type, not exceeding 900l capacity",8418
1996,841850,"Refrigerating or freezing equipment; display counters, cabinets, show-cases and the like",8418
1996,841861,Refrigerating or freezing equipment; compression type units whose condensers are heat exchangers,8418
1996,841869,"Refrigerating or freezing equipment; heat pumps, other than compression type units whose condensers are heat exchangers",8418
1996,841891,"Refrigerating or freezing equipment; parts, furniture designed to receive refrigerating or freezing equipment",8418
1996,841899,"Refrigerating or freezing equipment; parts thereof, other than furniture",8418
1996,841911,"Heaters; instantaneous gas water heaters, for domestic or other purposes",8419
1996,841919,"Heaters; instantaneous or storage water heaters, non-electric, other than gas",8419
1996,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8419
1996,841931,"Dryers; for agricultural products, not used for domestic purposes",8419
1996,841932,"Dryers; for wood, paper pulp, paper or paperboard, not used for domestic purposes",8419
1996,841939,"Dryers; for products n.e.s. in heading no. 8419, not used for domestic purposes",8419
1996,841940,Distilling or rectifying plant; not used for domestic purposes,8419
1996,841950,Heat exchange units; not used for domestic purposes,8419
1996,841960,"Machinery; for liquefying air or gas, not used for domestic purposes",8419
1996,841981,"Machinery, plant and equipment; for making hot drinks, for cooking or heating food",8419
1996,841989,"Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food",8419
1996,841990,"Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature",8419
1996,842010,"Machines; calendering or other rolling machines, for other than metal or glass",8420
1996,842091,"Machines; parts, cylinders for calendering or other rolling machines, for other than metal or glass",8420
1996,842099,"Machines; parts, (other than cylinders), for calendering or other rolling machines, for other than metal or glass",8420
1996,842111,Centrifuges; cream separators,8421
1996,842112,Centrifuges; clothes-dryers,8421
1996,842119,"Centrifuges; n.e.s. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)",8421
1996,842121,Machinery; for filtering or purifying water,8421
1996,842122,Machinery; for filtering or purifying beverages other than water,8421
1996,842123,"Machinery; filtering or purifying machinery, oil or petrol filters for internal combustion engines",8421
1996,842129,"Machinery; for filtering or purifying liquids, n.e.s. in item no. 8421.2",8421
1996,842131,Machinery; intake air filters for internal combustion engines,8421
1996,842139,"Machinery; for filtering or purifying gases, other than intake air filters for internal combustion engines",8421
1996,842191,"Centrifuges; parts thereof, including parts for centrifugal dryers",8421
1996,842199,Machinery; parts for filtering or purifying liquids or gases,8421
1996,842211,Dish washing machines; of the household type,8422
1996,842219,Dish washing machines; of other than household type,8422
1996,842220,Machinery; for cleaning or drying bottles or other containers,8422
1996,842230,"Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages",8422
1996,842240,Machinery; for packing or wrapping,8422
1996,842290,Machinery; parts of machinery of heading no. 8422,8422
1996,842310,Weighing machines; personal (including baby scales) and household scales,8423
1996,842320,Weighing machines; scales for continuous weighing of goods on conveyors,8423
1996,842330,"Weighing machines; constant weight scales and scales for discharging a predetermined weight of material into a bag or container, including hopper scales",8423
1996,842381,Weighing machines; having a maximum weighing capacity not exceeding 30kg (excluding balances of a sensitivity of 5cg or better),8423
1996,842382,Weighing machines; having a maximum weighing capacity exceeding 30kg but not exceeding 5000kg,8423
1996,842389,Weighing machines; having a maximum weighing capacity exceeding 5000kg,8423
1996,842390,"Weighing machines; weights of all kinds, parts of weighing machinery",8423
1996,842410,Fire extinguishers; whether or not charged,8424
1996,842420,Spray guns and similar appliances,8424
1996,842430,Mechanical appliances; steam or sand blasting machines and similar jet projecting machines,8424
1996,842481,"Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for agricultural or horticultural use, whether or not hand-operated",8424
1996,842489,"Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated",8424
1996,842490,"Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated",8424
1996,842511,Pulley tackle and hoists; powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles),8425
1996,842519,Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles),8425
1996,842520,Winches; pit-head winding gear and winches specially designed for use underground,8425
1996,842531,Winches and capstans; powered by an electric motor,8425
1996,842539,Winches and capstans; not powered by an electric motor,8425
1996,842541,"Jacks; built-in jacking systems of a type used in garages, for raising vehicles",8425
1996,842542,"Jacks and hoists; hydraulic, of a kind used for raising vehicles",8425
1996,842549,"Jacks and hoists; (other than hydraulic), of a kind used for raising vehicles",8425
1996,842611,Cranes; overhead travelling cranes on fixed support,8426
1996,842612,Cranes; mobile lifting frames on tyres and straddle carriers,8426
1996,842619,"Cranes; transporter, gantry and bridge cranes",8426
1996,842620,Cranes; tower cranes,8426
1996,842630,Cranes; portal or pedestal jib cranes,8426
1996,842641,"Cranes; self-propelled derricks and cranes, on tyres, n.e.s. in heading no. 8426",8426
1996,842649,"Cranes; self-propelled derricks and cranes, not on tyres, n.e.s. in heading no. 8426",8426
1996,842691,Cranes and derricks; designed for mounting on road vehicles,8426
1996,842699,"Cranes and derricks; for other than mounting on road vehicles, n.e.s in heading no. 8426",8426
1996,842710,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by electric motor",8427
1996,842720,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor",8427
1996,842790,"Fork-lift and other works trucks; fitted with lifting or handling equipment, not self-propelled",8427
1996,842810,"Lifts and skip hoists; for lifting, handling, loading or unloading",8428
1996,842820,"Elevators and conveyors; pneumatic, for lifting, handling, loading or unloading",8428
1996,842831,"Elevators and conveyors; continuous-action, specially designed for underground use, for goods and materials, n.e.s. in heading no. 8428",8428
1996,842832,"Elevators and conveyors; continuous-action, bucket type, for goods or materials",8428
1996,842833,"Elevators and conveyors; continuous-action, belt type, for goods or materials",8428
1996,842839,"Elevators and conveyors; continuous action, n.e.s. in heading no. 8428, for goods or materials",8428
1996,842840,Escalators and moving walkways,8428
1996,842850,"Wagons; mine wagon pushers, locomotive or wagon traversers, wagon tippers and similar railway wagon handling equipment",8428
1996,842860,"Lifting machinery; teleferics, chair-lifts, ski-draglines and traction mechanisms for funiculars",8428
1996,842890,"Lifting machinery; handling, loading or unloading machinery n.e.s. in heading no. 8428",8428
1996,842911,"Bulldozers and angledozers; self-propelled, track laying",8429
1996,842919,"Bulldozers and angledozers; self-propelled, other than track laying",8429
1996,842920,Graders and levellers,8429
1996,842930,Scrapers; self-propelled,8429
1996,842940,Tamping machines and road rollers; self-propelled,8429
1996,842951,Front-end shovel loaders,8429
1996,842952,"Mechanical shovels, excavators and shovel loaders; with a 360 degree revolving super structure",8429
1996,842959,"Mechanical shovels, excavators and shovel loaders; n.e.s. in item no. 8429.50",8429
1996,843010,Pile-drivers and pile-extractors,8430
1996,843020,Snow-ploughs and snow-blowers,8430
1996,843031,Coal or rock cutters and tunnelling machinery; self-propelled,8430
1996,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,8430
1996,843041,"Boring or sinking machinery; self-propelled, n.e.s. in heading no. 8430",8430
1996,843049,Boring and sinking machinery; not self-propelled,8430
1996,843050,"Machinery; for handling earth, minerals or ores, self-propelled, n.e.s. in heading no. 8430",8430
1996,843061,"Machinery; for tamping or compacting, not self-propelled",8430
1996,843062,Scrapers; not self-propelled,8430
1996,843069,"Machinery; for handling earth, minerals or ores, not self-propelled, n.e.s. in item no. 8430.6",8430
1996,843110,Machinery; parts of the machinery of heading no. 8425,8431
1996,843120,Machinery; parts of the machinery of heading no. 8427,8431
1996,843131,"Lifts, skip hoists or escalators; parts thereof",8431
1996,843139,"Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)",8431
1996,843141,"Machinery parts; buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430",8431
1996,843142,Machinery parts; bulldozer or angledozer blades,8431
1996,843143,Boring or sinking machinery; parts of the machinery of item no. 8430.41 or 8430.41,8431
1996,843149,"Machinery; parts of machines handling earth, minerals or ores and n.e.s. in heading no. 8431",8431
1996,843210,Ploughs; for soil preparation,8432
1996,843221,Harrows; disc harrows,8432
1996,843229,"Harrows; (excluding disc), scarifiers, cultivators, weeders and hoes",8432
1996,843230,"Seeders, planters and transplanters",8432
1996,843240,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use",8432
1996,843280,Rollers; for lawns or sports-grounds,8432
1996,843290,Machinery; parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds,8432
1996,843311,"Mowers; lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal plane",8433
1996,843319,"Mowers; for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane",8433
1996,843320,Mowers; n.e.s. in item no. 8433.1 (including cutter bars for tractor mounting),8433
1996,843330,Haymaking machinery,8433
1996,843340,"Balers; straw or fodder balers, including pick-up balers",8433
1996,843351,Combine harvester-threshers,8433
1996,843352,Threshing machinery; other than combine harvester-threshers,8433
1996,843353,Harvesting machinery; for roots or tubers,8433
1996,843359,Harvesting machinery; n.e.s. in heading no. 8433,8433
1996,843360,"Machines; for cleaning, sorting or grading eggs, fruit or other agricultural produce",8433
1996,843390,"Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers",8433
1996,843410,Milking machines,8434
1996,843420,Dairy machinery,8434
1996,843490,Milking machines and dairy machinery; parts thereof,8434
1996,843510,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages",8435
1996,843590,"Presses, crushers and similar machinery; parts, used in the manufacture of wine, cider, fruit juices or similar beverages",8435
1996,843610,Machinery; for preparing animal feeding stuffs,8436
1996,843621,Poultry incubators and brooders,8436
1996,843629,Poultry-keeping machinery; other than incubators and brooders,8436
1996,843680,"Machinery; for agricultural, horticultural or forestry use and n.e.s. in heading no. 8436",8436
1996,843691,Machinery; parts of poultry-keeping machinery or poultry incubators and brooders,8436
1996,843699,"Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.s. in heading no. 8436",8436
1996,843710,"Machines; for cleaning, sorting or grading seed, grain or dried leguminous vegetables",8437
1996,843780,"Machinery; for use in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery",8437
1996,843790,"Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)",8437
1996,843810,"Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products",8438
1996,843820,"Machinery; industrial, for the manufacture of confectionery, cocoa or chocolate",8438
1996,843830,"Machinery; industrial, for sugar manufacture",8438
1996,843840,"Machinery; industrial, brewery machinery",8438
1996,843850,"Machinery; industrial, for the preparation of meat or poultry",8438
1996,843860,"Machinery; industrial, for the preparation of fruits, nuts or vegetables",8438
1996,843880,"Machinery; used in the industrial preparation or manufacture of food or drink, n.e.s. in heading no. 8438",8438
1996,843890,Machinery; parts of those machines used in the industrial preparation or manufacture of food or drink,8438
1996,843910,Machinery; for making pulp of fibrous cellulosic material,8439
1996,843920,Machinery; for making paper or paperboard,8439
1996,843930,Machinery; for finishing paper or paperboard,8439
1996,843991,Machinery; parts of machinery for making pulp of fibrous cellulosic material,8439
1996,843999,Machinery; parts of machinery for making or finishing paper or paperboard,8439
1996,844010,Book-binding machinery; including book-sewing machines,8440
1996,844090,"Book-binding machinery; including book-sewing machines, parts thereof",8440
1996,844110,"Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard",8441
1996,844120,"Machines; for making bags, sacks or envelopes of paper pulp, paper or paperboard",8441
1996,844130,"Machines; for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of paper pulp, paper or paperboard",8441
1996,844140,"Machines; for moulding articles, in paper pulp, paper or paperboard",8441
1996,844180,"Machinery; n.e.s. in heading no. 8441, for making up paper pulp, paper or paperboard",8441
1996,844190,"Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds",8441
1996,844210,"Machinery; phototype-setting and composing, excluding machine-tools of heading no. 8456 to 8465",8442
1996,844220,"Machinery; apparatus and equipment, for type-setting or composing by processes other than photo-type, with or without founding device",8442
1996,844230,"Machinery; apparatus and equipment, for preparing or making printing blocks, plates, cylinders or other printing components",8442
1996,844240,"Machinery; parts of that involved in type-founding or setting, for preparing or making printing blocks, plates, cylinders or other printing components, not machine- tools of heading no. 8456 to 8465",8442
1996,844250,"Printing components; type, blocks, plates, cylinders and the like; blocks, plates, cylinders and lithographic stones prepared for printing purposes",8442
1996,844311,"Printing machinery; offset, reel fed",8443
1996,844312,"Printing machinery; offset, sheet fed, office type (sheet size not exceeding 22 x 36cm)",8443
1996,844319,"Printing machinery; offset, (excluding reel or sheet fed)",8443
1996,844321,"Printing machinery; letterpress, reel fed, excluding flexographic printing",8443
1996,844329,"Printing machinery; letterpress, other than reel fed, excluding flexographic printing",8443
1996,844330,Printing machinery; flexographic,8443
1996,844340,Printing machinery; gravure,8443
1996,844351,"Printing machinery; (not letterpress, offset, flexographic or gravure), ink-jet printing machines",8443
1996,844359,"Printing machinery; of a type n.e.s. in heading no. 8443, (eg other than letterpress, offset, flexographic, gravure or ink-jet printing machines)",8443
1996,844360,Printing machinery; machines for uses ancillary to printing,8443
1996,844390,Printing machinery; parts thereof,8443
1996,844400,"Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials",8444
1996,844511,Textile machinery; carding machines for preparing textile fibres,8445
1996,844512,Textile machinery; combing machines for preparing textile fibres,8445
1996,844513,Textile machinery; drawing or roving machines for preparing textile fibres,8445
1996,844519,"Textile machinery; n.e.s. in heading no. 8445, for preparing textile fibres",8445
1996,844520,Textile machinery; spinning machines,8445
1996,844530,Textile machinery; doubling or twisting machines,8445
1996,844540,Textile machinery; winding (including weft-winding) or reeling machines,8445
1996,844590,Textile machinery; involved in textile fibre or textile yarn preparation and n.e.s. in heading no. 8445,8445
1996,844610,Weaving machines (looms); for weaving fabrics of a width 30cm or less,8446
1996,844621,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, power looms",8446
1996,844629,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, other than power looms",8446
1996,844630,"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttleless type",8446
1996,844711,"Knitting machines; circular, with cylinder diameter not exceeding 165mm",8447
1996,844712,"Knitting machines; circular, with cylinder diameter exceeding 165mm",8447
1996,844720,"Knitting machines; flat, stitch-bonding machines",8447
1996,844790,"Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting",8447
1996,844811,"Machinery, auxiliary; dobbies and jacquards, card reducing, copying, punching or assembling machines for use therewith",8448
1996,844819,"Machinery, auxiliary; for machines of heading no. 8444, 8445, 8446 or 8447, n.e.s. in item no. 8448.11",8448
1996,844820,Machines; parts and accessories of machines or auxiliary machinery of heading no. 8444,8448
1996,844831,"Machines, card clothing; parts and accessories",8448
1996,844832,"Machines; parts and accessories of machines or auxiliary machinery for preparing textile fibres, other than card clothing",8448
1996,844833,"Machines; parts and accessories of machines or auxiliary machinery, spindles, spindle flyers, spinning rings and ring travellers",8448
1996,844839,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8445, n.e.s. in item no. 8448.3",8448
1996,844841,Weaving machines (looms); parts and accessories of machines or auxiliary machinery shuttles,8448
1996,844842,"Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof, reeds for looms, healds and heald-frames",8448
1996,844849,"Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof n.e.s. in item no. 8448.4",8448
1996,844851,"Machines; parts and accessories of machines of heading no. 8447 or auxiliary machinery, sinkers, needles and other articles used in forming stitches",8448
1996,844859,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8447, other than sinkers, needles and other articles used in forming stitches",8448
1996,844900,"Machinery; for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats",8449
1996,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",8450
1996,845012,"Washing machines; household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg",8450
1996,845019,"Washing machines; household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg",8450
1996,845020,"Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg",8450
1996,845090,Washing machines; parts for household or laundry-type,8450
1996,845110,Dry-cleaning machines,8451
1996,845121,Drying machines; of a dry linen capacity not exceeding 10kg,8451
1996,845129,Drying machines; of a dry linen capacity exceeding 10kg,8451
1996,845130,Ironing machines and presses (including fusing presses),8451
1996,845140,"Machines; for washing, bleaching or dyeing",8451
1996,845150,"Machines; for reeling, unreeling, folding, cutting or pinking textile fabrics",8451
1996,845180,"Machinery; for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles; for applying paste to base fabric used in manufacture of floor coverings",8451
1996,845190,"Machinery; parts, of the machinery of heading no. 8451",8451
1996,845210,Sewing machines; of the household type,8452
1996,845221,"Sewing machines; (not household type), automatic units",8452
1996,845229,Sewing machines; not household or automatic unit type,8452
1996,845230,Sewing machine needles,8452
1996,845240,Sewing machine furniture; bases and covers and parts thereof,8452
1996,845290,Sewing machines; parts n.e.s. in item no. 8452.4,8452
1996,845310,"Machinery; for preparing, tanning or working hides, skins or leather, other than sewing machines",8453
1996,845320,"Machinery; for making or repairing footwear, other than sewing machines",8453
1996,845380,"Machinery; for making or repairing articles of hides, skins or leather, other than sewing machines",8453
1996,845390,"Machinery; parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines",8453
1996,845410,Converters; of a type used in metallurgy or in metal foundries,8454
1996,845420,Ingot moulds and ladles; of a kind used in metallurgy or in metal foundries,8454
1996,845430,Casting machines; of a kind used in metallurgy or in metal foundries,8454
1996,845490,"Machines; parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries",8454
1996,845510,Metal-rolling mills; tube mills,8455
1996,845521,Metal-rolling mills; hot or combination hot and cold rolling mills,8455
1996,845522,Metal-rolling mills; cold,8455
1996,845530,Metal-rolling mills; rolls thereof,8455
1996,845590,Metal-rolling mills; parts thereof,8455
1996,845610,Machine-tools; operated by laser or other light or photon beam process,8456
1996,845620,Machine-tools; operated by ultrasonic processes,8456
1996,845630,Machine-tools; operated by electro-discharge processes,8456
1996,845691,"Machine tools; operated by electro-chemical, electron-beam, ionic-beam or plasma-arc processes, for dry-etching patterns on semiconductor materials",8456
1996,845699,"Machine tools; operated by electro-chemical, electron-beam, ionic beam or plasma-arc processes, other than for dry-etching patterns on semiconductor materials",8456
1996,845710,Machining centres; for working metal,8457
1996,845720,"Machines; unit construction machines (single station), for working metal",8457
1996,845730,"Metal machines; multi-station transfer machines, for working metal",8457
1996,845811,"Lathes; for removing metal, horizontal, numerically controlled",8458
1996,845819,"Lathes; for removing metal, horizontal, other than numerically controlled",8458
1996,845891,"Lathes; for removing metal, numerically controlled, other than horizontal lathes",8458
1996,845899,"Lathes; for removing metal, other than horizontal or numerically controlled lathes",8458
1996,845910,"Machine-tools; way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458",8459
1996,845921,"Machine-tools; for drilling by removing metal, numerically controlled",8459
1996,845929,"Machine-tools; for drilling by removing metal, other than numerically controlled",8459
1996,845931,"Machine-tools; for boring-milling by removing metal, numerically controlled",8459
1996,845939,"Machine-tools; for boring-milling by removing metal, other than numerically controlled",8459
1996,845940,"Machine-tools; for boring by removing metal, n.e.s. in item no. 8459.31 and 8459.39",8459
1996,845951,"Machine-tools; for milling by removing metal, knee-type, numerically controlled",8459
1996,845959,"Machine-tools; for milling by removing metal, knee-type, other than numerically controlled",8459
1996,845961,"Machine-tools; for milling by removing metal, (not knee-type), numerically controlled",8459
1996,845969,"Machine-tools; for milling by removing metal, not knee-type, other than numerically controlled",8459
1996,845970,Machine-tools; for threading or tapping by removing metal,8459
1996,846011,"Machine-tools; flat-surface grinding machines, in which positioning in any one axis can be set up to an accuracy of 0.01mm or better, numerically controlled",8460
1996,846019,"Machine-tools; flat-surface grinding machines, in which positioning in any one axis can be set up to an accuracy of 0.01mm or better, other than numerically controlled",8460
1996,846021,"Machine-tools; grinding machines (other than flat-surface), in which positioning in any one axis can be set up to at least an accuracy of 0.01mm, numerically controlled",8460
1996,846029,"Machine-tools; grinding machines (other than flat-surface), in which positioning in any one axis can be set up to at least an accuracy of 0.01mm, other than numerically controlled",8460
1996,846031,"Machine-tools; sharpening (tool or cutter grinding) machines, numerically controlled",8460
1996,846039,"Machine-tools; sharpening (tool or cutter grinding) machines, other than numerically controlled",8460
1996,846040,Machine-tools; for honing or lapping,8460
1996,846090,"Machine-tools; for deburring, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products, n.e.s. in heading no. 8460",8460
